"Name","Live Bytes","Live Objects"
"java.util.HashMap$KeyIterator","29,760 B (0%)","744 (0%)"
"com.intellij.ide.HelpTooltip$Header","29,600 B (0%)","74 (0%)"
"org.joni.Regex","29,568 B (0%)","176 (0%)"
"java.rmi.server.ObjID","29,496 B (0%)","1,229 (0%)"
"sun.rmi.transport.ObjectEndpoint","29,472 B (0%)","1,228 (0%)"
"java.io.ObjectOutputStream$ReplaceTable","29,424 B (0%)","1,226 (0%)"
"javax.management.remote.rmi.RMIConnectionImpl$PrivilegedOperation","29,376 B (0%)","1,224 (0%)"
"com.intellij.openapi.util.IconLoader$CachedImageIcon$MyScaledIconsCache","29,088 B (0%)","1,212 (0%)"
"com.intellij.psi.impl.smartPointers.SmartPsiElementPointerImpl","28,736 B (0%)","898 (0%)"
"javax.swing.text.html.HTMLDocument$BlockElement","28,704 B (0%)","598 (0%)"
"com.intellij.openapi.editor.impl.EditorMarkupModelImpl$StatusButton","28,576 B (0%)","76 (0%)"
"com.intellij.openapi.fileEditor.impl.EditorComposite$TopBottomPanel","28,576 B (0%)","76 (0%)"
"java.util.Arrays$ArrayList","28,344 B (0%)","1,181 (0%)"
"com.intellij.psi.impl.source.resolve.reference.ProviderBinding$ProviderInfo","28,288 B (0%)","884 (0%)"
"com.intellij.openapi.util.Couple","27,576 B (0%)","1,149 (0%)"
"java.util.regex.Pattern$GroupTail","27,528 B (0%)","1,147 (0%)"
"java.util.regex.Pattern$GroupHead","27,432 B (0%)","1,143 (0%)"
"com.intellij.openapi.editor.impl.EditorImpl$MyHeaderPanel","27,360 B (0%)","76 (0%)"
"com.intellij.lang.LanguageExtensionPoint","27,240 B (0%)","681 (0%)"
"com.intellij.openapi.editor.impl.EditorImpl$7","27,000 B (0%)","75 (0%)"
"gnu.trove.THashSet","27,000 B (0%)","675 (0%)"
"org.apache.log4j.ProvisionNode","26,848 B (0%)","839 (0%)"
"com.intellij.execution.filters.CompositeFilter$$Lambda$2454.0x00000001016a0040","26,768 B (0%)","1,673 (0%)"
"com.intellij.terminal.CompositeFilterWrapper$$Lambda$2451.0x0000000101681c40","26,768 B (0%)","1,673 (0%)"
"org.jetbrains.plugins.ruby.ruby.RModuleUtil$$Lambda$1102.0x0000000100e1c840","26,768 B (0%)","1,673 (0%)"
"com.intellij.javascript.debugger.attach.JSDebuggerUrlFilter","26,768 B (0%)","1,673 (0%)"
"com.intellij.javascript.debugger.attach.JSDebuggerWsUrlFilter","26,768 B (0%)","1,673 (0%)"
"com.intellij.execution.filters.UrlFilter","26,768 B (0%)","1,673 (0%)"
"org.jetbrains.plugins.ruby.ruby.RModuleUtil$$Lambda$1103.0x0000000100e1cc40","26,768 B (0%)","1,673 (0%)"
"com.intellij.ui.CoreIconManager$IconDescriptionLoader","26,736 B (0%)","1,114 (0%)"
"com.intellij.ui.ScalableIconWrapperWithToolTip","26,736 B (0%)","1,114 (0%)"
"com.intellij.ui.components.ScrollBarPainter$1","26,640 B (0%)","555 (0%)"
"kotlin.reflect.jvm.internal.ReflectProperties$LazyVal","26,640 B (0%)","1,110 (0%)"
"com.intellij.ide.projectView.impl.nodes.PsiDirectoryNode","26,520 B (0%)","255 (0%)"
"com.intellij.openapi.editor.toolbar.floating.EditorFloatingToolbar","26,400 B (0%)","75 (0%)"
"java.awt.Insets","26,336 B (0%)","823 (0%)"
"java.util.HashMap$Values","26,320 B (0%)","1,645 (0%)"
"sun.reflect.generics.tree.TypeArgument[]","26,208 B (0%)","1,390 (0%)"
"com.intellij.openapi.util.TextRange","25,992 B (0%)","1,083 (0%)"
"org.jetbrains.plugins.ruby.ruby.codeInsight.paramDefs.matcher.ParamDefLeaf","25,952 B (0%)","1,622 (0%)"
"javax.swing.text.AttributeSet[]","25,792 B (0%)","1,152 (0%)"
"java.awt.FlowLayout","25,760 B (0%)","644 (0%)"
"com.intellij.util.text.StringTokenizer","25,520 B (0%)","638 (0%)"
"javax.management.remote.rmi.RMIConnectionImpl$CombinedClassLoader","25,344 B (0%)","288 (0%)"
"com.intellij.util.lang.JarLoader","25,344 B (0%)","396 (0%)"
"javax.management.remote.rmi.RMIConnectionImpl$CombinedClassLoader$ClassLoaderWrapper","25,344 B (0%)","288 (0%)"
"sun.security.util.DerInputBuffer","25,280 B (0%)","790 (0%)"
"sun.security.util.DerValue","25,280 B (0%)","790 (0%)"
"com.sun.jmx.remote.util.OrderClassLoaders","25,256 B (0%)","287 (0%)"
"com.intellij.util.io.PagedFileStorage","25,200 B (0%)","525 (0%)"
"com.intellij.util.io.PagedFileStorageCache","25,200 B (0%)","525 (0%)"
"java.util.ArrayDeque","25,104 B (0%)","1,046 (0%)"
"com.intellij.openapi.util.Key","25,056 B (0%)","1,044 (0%)"
"com.intellij.ui.tree.AsyncTreeModel$Node","24,880 B (0%)","622 (0%)"
"com.intellij.openapi.wm.impl.customFrameDecorations.style.ComponentStyle$StyleComponentListener","24,864 B (0%)","1,036 (0%)"
"com.intellij.openapi.wm.impl.customFrameDecorations.style.ComponentStyle$ComponentState","24,864 B (0%)","1,036 (0%)"
"java.io.ObjectInputStream$ValidationList","23,904 B (0%)","1,494 (0%)"
"java.util.regex.Pattern$Branch","23,744 B (0%)","742 (0%)"
"java.lang.ClassValue$Entry[]","23,496 B (0%)","164 (0%)"
"java.util.regex.Pattern$$Lambda$8.0x0000000100064440","23,472 B (0%)","978 (0%)"
"com.intellij.openapi.editor.impl.IntervalTreeImpl$IntervalNode$WeakReferencedGetter","23,424 B (0%)","732 (0%)"
"com.intellij.idea.IdeaLogger","23,120 B (0%)","1,445 (0%)"
"com.intellij.psi.impl.source.SubstrateRef$2","23,088 B (0%)","1,443 (0%)"
"java.util.LinkedList$Node","22,872 B (0%)","953 (0%)"
"org.jetbrains.plugins.ruby.ruby.codeInsight.symbols.structure.SymbolUtil$$Lambda$3134.0x0000000101a5a440","22,736 B (0%)","1,421 (0%)"
"com.jediterm.terminal.TerminalColor","22,728 B (0%)","947 (0%)"
"java.nio.DirectByteBuffer","22,464 B (0%)","351 (0%)"
"javax.swing.text.GapContent$MarkData","22,440 B (0%)","561 (0%)"
"com.intellij.openapi.editor.impl.RangeMarkerTree","22,272 B (0%)","464 (0%)"
"com.intellij.concurrency.ConcurrentHashMap$Node[]","22,224 B (0%)","141 (0%)"
"java.util.concurrent.locks.ReentrantReadWriteLock$Sync$ThreadLocalHoldCounter","22,176 B (0%)","1,386 (0%)"
"java.util.concurrent.locks.ReentrantReadWriteLock$WriteLock","22,176 B (0%)","1,386 (0%)"
"java.util.concurrent.locks.ReentrantReadWriteLock$ReadLock","22,160 B (0%)","1,385 (0%)"
"sun.reflect.generics.tree.ClassTypeSignature","22,080 B (0%)","1,380 (0%)"
"java.util.regex.Pattern$BitClass","21,960 B (0%)","915 (0%)"
"sun.awt.image.BufImgSurfaceData","21,912 B (0%)","249 (0%)"
"org.jetbrains.plugins.ruby.ruby.lang.psi.impl.RPossibleCallElementBase$$Lambda$1610.0x000000010122a840","21,888 B (0%)","1,368 (0%)"
"javax.swing.text.html.InlineView","21,792 B (0%)","227 (0%)"
"org.jetbrains.plugins.ruby.ruby.codeInsight.paramDefs.NewBaseParamDefProvider$Symbol","21,696 B (0%)","1,356 (0%)"
"com.intellij.ui.components.JBScrollPane","21,624 B (0%)","51 (0%)"
"io.netty.util.internal.shaded.org.jctools.queues.MpscUnboundedArrayQueue","21,584 B (0%)","38 (0%)"
"jdk.internal.reflect.NativeConstructorAccessorImpl","21,552 B (0%)","898 (0%)"
"jdk.internal.ref.CleanerImpl$PhantomCleanableRef","21,552 B (0%)","449 (0%)"
"com.intellij.ui.popup.util.PopupState","21,376 B (0%)","668 (0%)"
"java.util.ResourceBundle$CacheKey","21,312 B (0%)","296 (0%)"
"java.util.regex.Pattern$Node[]","21,312 B (0%)","742 (0%)"
"com.intellij.util.ui.GridBag","21,296 B (0%)","121 (0%)"
"org.codehaus.groovy.runtime.metaclass.MetaMethodIndex$Entry","21,224 B (0%)","379 (0%)"
"com.intellij.ui.InplaceButton","21,168 B (0%)","54 (0%)"
"com.intellij.openapi.vfs.impl.VirtualFilePointerImpl","21,040 B (0%)","526 (0%)"
"com.intellij.codeInsight.template.impl.TemplateContext","21,024 B (0%)","1,314 (0%)"
"com.intellij.openapi.editor.colors.TextAttributesKey","20,760 B (0%)","865 (0%)"
"org.codehaus.groovy.reflection.CachedMethod","20,736 B (0%)","324 (0%)"
"com.intellij.openapi.util.StaticGetter","20,688 B (0%)","1,293 (0%)"
"com.intellij.openapi.editor.ex.util.LayeredLexerEditorHighlighter$MappedRange[]","20,376 B (0%)","52 (0%)"
"com.intellij.util.ui.JBEmptyBorder","20,320 B (0%)","635 (0%)"
"com.intellij.ide.ui.ToolOptionDescription","20,320 B (0%)","508 (0%)"
"java.util.concurrent.atomic.AtomicInteger","20,032 B (0%)","1,252 (0%)"
"java.util.HashMap$KeySet","20,016 B (0%)","1,251 (0%)"
"com.intellij.serialization.xml.KotlinAwareBeanBinding","19,904 B (0%)","622 (0%)"
"javax.swing.text.html.StyleSheet$BoxPainter","19,712 B (0%)","352 (0%)"
"com.intellij.ui.RowIcon","19,680 B (0%)","410 (0%)"
"sun.rmi.server.MarshalOutputStream$1","19,600 B (0%)","1,225 (0%)"
"com.intellij.ui.icons.LazyImageIcon$1","19,392 B (0%)","1,212 (0%)"
"java.rmi.MarshalledObject$MarshalledObjectInputStream","19,368 B (0%)","269 (0%)"
"com.intellij.ui.popup.ComponentPopupBuilderImpl","19,200 B (0%)","150 (0%)"
"sun.security.util.DerInputStream","18,960 B (0%)","790 (0%)"
"java.util.ResourceBundle$KeyElementReference","18,944 B (0%)","592 (0%)"
"javax.swing.text.html.CSS$LengthValue","18,816 B (0%)","588 (0%)"
"sun.security.ssl.CipherSuite","18,760 B (0%)","335 (0%)"
"com.intellij.openapi.vfs.impl.VirtualFilePointerContainerImpl","18,752 B (0%)","293 (0%)"
"javax.swing.text.html.HTMLDocument$RunElement","18,720 B (0%)","468 (0%)"
"com.intellij.openapi.wm.impl.customFrameDecorations.style.ComponentStyle","18,696 B (0%)","779 (0%)"
"com.intellij.util.io.IntToIntBtree","18,624 B (0%)","194 (0%)"
"sun.security.x509.RDN","18,576 B (0%)","774 (0%)"
"sun.security.x509.AVA[]","18,576 B (0%)","774 (0%)"
"sun.security.x509.AVA","18,576 B (0%)","774 (0%)"
"com.intellij.openapi.actionSystem.impl.ActionToolbarImpl$1","18,368 B (0%)","287 (0%)"
"com.intellij.util.io.PersistentBTreeEnumerator","18,240 B (0%)","190 (0%)"
"javax.swing.text.AbstractDocument$AbstractElement[]","18,152 B (0%)","688 (0%)"
"com.intellij.psi.impl.smartPointers.SmartPointerTracker$PointerReference","18,040 B (0%)","451 (0%)"
"com.intellij.grazie.speller.rule.ReplacingRule$Descriptor","18,000 B (0%)","750 (0%)"
"com.intellij.codeInspection.reference.RefFileImpl","17,920 B (0%)","280 (0%)"
"com.intellij.psi.tree.IElementType[]","17,880 B (0%)","75 (0%)"
"java.io.ObjectStreamField[]","17,672 B (0%)","627 (0%)"
"java.lang.module.ModuleDescriptor$Exports","17,568 B (0%)","732 (0%)"
"kotlin.reflect.jvm.internal.impl.name.FqNameUnsafe","17,504 B (0%)","547 (0%)"
"com.intellij.serialization.PropertyAccessor","17,472 B (0%)","546 (0%)"
"com.intellij.util.ui.TimerUtil$1","17,416 B (0%)","311 (0%)"
"com.intellij.psi.tree.TokenSet","17,408 B (0%)","544 (0%)"
"java.lang.Class$ReflectionData","17,408 B (0%)","272 (0%)"
"kotlin.reflect.jvm.internal.KMutableProperty1Impl","17,344 B (0%)","271 (0%)"
"java.lang.reflect.Type[]","17,312 B (0%)","718 (0%)"
"org.codehaus.groovy.util.ReferenceType$SoftRef","17,280 B (0%)","360 (0%)"
"com.intellij.openapi.util.registry.RegistryValue","17,192 B (0%)","307 (0%)"
"com.intellij.codeInspection.ui.RefElementNode","17,136 B (0%)","306 (0%)"
"com.intellij.openapi.editor.impl.RangeMarkerImpl","17,120 B (0%)","535 (0%)"
"javax.swing.JButton","16,992 B (0%)","36 (0%)"
"org.jcodings.util.Hash$HashEntry[]","16,848 B (0%)","4 (0%)"
"java.lang.invoke.DirectMethodHandle$Accessor","16,800 B (0%)","420 (0%)"
"com.intellij.util.ui.TimerUtil$2","16,800 B (0%)","300 (0%)"
"java.util.regex.Pattern$BmpCharPredicate$$Lambda$10.0x0000000100063c40","16,608 B (0%)","692 (0%)"
"java.util.regex.Pattern$$Lambda$5.0x0000000100064840","16,544 B (0%)","1,034 (0%)"
"com.intellij.openapi.actionSystem.impl.ActionManagerImpl$2","16,480 B (0%)","412 (0%)"
"com.intellij.util.containers.DisposableWrapperList$DisposableWrapper","16,224 B (0%)","507 (0%)"
"com.intellij.concurrency.ConcurrentHashMap$Node","16,192 B (0%)","506 (0%)"
"org.jetbrains.plugins.ruby.ruby.lang.psi.impl.assoc.RAssocImpl","16,056 B (0%)","223 (0%)"
"javax.swing.text.StyleContext$NamedStyle","16,000 B (0%)","500 (0%)"
"com.intellij.util.xmlb.NestedBinding[]","15,896 B (0%)","638 (0%)"
"com.intellij.util.containers.RefHashMap$MyMap","15,888 B (0%)","331 (0%)"
"com.intellij.openapi.vfs.impl.FilePartNode","15,872 B (0%)","496 (0%)"
"javax.swing.Box$Filler","15,840 B (0%)","45 (0%)"
"com.intellij.openapi.editor.impl.ErrorStripeRangeMarkerTree$Node","15,808 B (0%)","247 (0%)"
"java.awt.image.SinglePixelPackedSampleModel","15,696 B (0%)","327 (0%)"
"java.awt.image.DataBufferInt","15,696 B (0%)","327 (0%)"
"java.security.Provider$ServiceKey","15,624 B (0%)","651 (0%)"
"javax.swing.Icon[]","15,600 B (0%)","643 (0%)"
"com.intellij.util.io.ReadWriteDirectBufferWrapper","15,600 B (0%)","325 (0%)"
"com.intellij.util.io.ResizeableMappedFile","15,560 B (0%)","389 (0%)"
"com.intellij.openapi.extensions.impl.BeanExtensionPoint","15,512 B (0%)","277 (0%)"
"com.intellij.xml.breadcrumbs.PsiBreadcrumbs","15,504 B (0%)","38 (0%)"
"org.intellij.plugins.intelliLang.references.InjectedReferencesContributor$$Lambda$3477.0x0000000101cb6840","15,504 B (0%)","969 (0%)"
"com.intellij.ui.tree.StructureTreeModel$Node","15,480 B (0%)","387 (0%)"
"javax.swing.Timer","15,456 B (0%)","276 (0%)"
"java.util.regex.Pattern$BmpCharPropertyGreedy","15,456 B (0%)","644 (0%)"
"javax.swing.KeyStroke","15,360 B (0%)","640 (0%)"
"com.intellij.openapi.editor.impl.EditorMarkupModelImpl$StatusButton$3","15,200 B (0%)","38 (0%)"
"com.intellij.openapi.fileEditor.impl.text.PsiAwareTextEditorImpl$PsiAwareTextEditorComponent","15,200 B (0%)","38 (0%)"
"com.intellij.ui.tree.AsyncTreeModel$CommandQueue","15,168 B (0%)","632 (0%)"
"com.intellij.diagnostic.ApdexData","15,160 B (0%)","379 (0%)"
"jdk.internal.reflect.DelegatingConstructorAccessorImpl","15,136 B (0%)","946 (0%)"
"it.unimi.dsi.fastutil.objects.Object2IntOpenHashMap","15,040 B (0%)","235 (0%)"
"com.intellij.serialization.BaseBeanBinding","14,928 B (0%)","622 (0%)"
"it.unimi.dsi.fastutil.ints.Int2IntOpenHashMap","14,848 B (0%)","232 (0%)"
"com.intellij.codeInspection.ui.InspectionTreeNode[]","14,848 B (0%)","415 (0%)"
"com.intellij.util.containers.WeakHashMap","14,832 B (0%)","309 (0%)"
"org.jetbrains.plugins.ruby.ruby.lang.psi.impl.variables.RIdentifierImpl","14,808 B (0%)","617 (0%)"
"jdk.internal.reflect.DelegatingMethodAccessorImpl","14,640 B (0%)","915 (0%)"
"java.util.regex.Pattern$$Lambda$3.0x0000000100065c40","14,640 B (0%)","915 (0%)"
"java.util.regex.Pattern$BitClass$$Lambda$2.0x0000000100065840","14,640 B (0%)","915 (0%)"
"com.intellij.openapi.editor.impl.SettingsImpl","14,592 B (0%)","76 (0%)"
"com.intellij.util.ui.AsyncProcessIcon$Big","14,592 B (0%)","38 (0%)"
"com.intellij.openapi.ui.LoadingDecorator$LoadingLayer","14,592 B (0%)","38 (0%)"
"com.intellij.ui.LayeredIcon","14,592 B (0%)","228 (0%)"
"com.intellij.xml.breadcrumbs.BreadcrumbsXmlWrapper","14,592 B (0%)","38 (0%)"
"com.intellij.ui.components.DefaultScrollBarUI","14,448 B (0%)","258 (0%)"
"java.util.concurrent.ConcurrentLinkedQueue$Node","14,448 B (0%)","602 (0%)"
"float[]","14,432 B (0%)","94 (0%)"
"com.intellij.openapi.editor.impl.EditorMarkupModelImpl$2$1","14,400 B (0%)","36 (0%)"
"java.security.Provider$Service","14,392 B (0%)","257 (0%)"
"com.intellij.psi.impl.source.xml.XmlTokenImpl","14,280 B (0%)","357 (0%)"
"java.util.ResourceBundle$BundleReference","14,208 B (0%)","296 (0%)"
"javax.swing.Timer$DoPostEvent","14,208 B (0%)","888 (0%)"
"com.intellij.psi.stubs.StubFieldAccessor","14,184 B (0%)","591 (0%)"
"com.intellij.util.EventDispatcher","14,176 B (0%)","443 (0%)"
"com.intellij.util.indexing.impl.MapIndexStorage$2","14,112 B (0%)","126 (0%)"
"java.util.LinkedList","14,112 B (0%)","441 (0%)"
"java.lang.Double","14,112 B (0%)","588 (0%)"
"com.intellij.util.io.PersistentHashMapValueStorage","14,000 B (0%)","175 (0%)"
"javax.swing.text.html.StyleSheet$ResolvedStyle","13,896 B (0%)","579 (0%)"
"com.intellij.ui.IconDeferrerImpl$$Lambda$1547.0x00000001011b6040","13,888 B (0%)","434 (0%)"
"java.lang.ThreadLocal$SuppliedThreadLocal","13,824 B (0%)","576 (0%)"
"javax.swing.text.html.StyleSheet$ViewAttributeSet","13,752 B (0%)","573 (0%)"
"com.intellij.util.ui.JBImageIcon","13,728 B (0%)","286 (0%)"
"com.intellij.openapi.ui.LoadingDecorator$MyLayeredPane","13,680 B (0%)","38 (0%)"
"com.intellij.openapi.fileEditor.impl.EditorComposite$MyComponent","13,680 B (0%)","38 (0%)"
"com.intellij.openapi.fileEditor.impl.EditorWindow$TComp","13,680 B (0%)","38 (0%)"
"javax.swing.text.View[]","13,592 B (0%)","540 (0%)"
"javax.swing.JProgressBar","13,536 B (0%)","36 (0%)"
"org.jdom.Text","13,536 B (0%)","564 (0%)"
"java.awt.image.BufferedImage","13,520 B (0%)","338 (0%)"
"com.intellij.patterns.compiler.PatternCompilerImpl$Node","13,488 B (0%)","562 (0%)"
"javax.management.Attribute","13,392 B (0%)","558 (0%)"
"java.util.regex.Pattern$Slice","13,344 B (0%)","556 (0%)"
"jdk.internal.ref.Cleaner","13,240 B (0%)","331 (0%)"
"com.intellij.openapi.application.impl.FlushQueue$RunnableInfo","13,184 B (0%)","412 (0%)"
"com.intellij.util.ui.JBDimension$Size2D","13,152 B (0%)","411 (0%)"
"java.util.WeakHashMap","13,008 B (0%)","271 (0%)"
"java.util.concurrent.atomic.AtomicLong","12,936 B (0%)","539 (0%)"
"com.intellij.AbstractBundle$$Lambda$644.0x000000010082b440","12,912 B (0%)","538 (0%)"
"com.intellij.openapi.fileEditor.impl.text.TextEditorState$CaretState","12,912 B (0%)","269 (0%)"
"com.intellij.util.ui.JBDimension","12,800 B (0%)","400 (0%)"
"java.lang.Thread","12,784 B (0%)","34 (0%)"
"org.jetbrains.plugins.ruby.ruby.codeInsight.symbols.fqn.MethodFQN","12,736 B (0%)","398 (0%)"
"com.intellij.xml.util.documentation.HtmlAttributeDescriptor","12,720 B (0%)","318 (0%)"
"java.beans.MethodDescriptor","12,712 B (0%)","227 (0%)"
"com.intellij.util.io.PersistentHashMapValueStorage$MyCompressedAppendableFile","12,600 B (0%)","175 (0%)"
"javax.swing.text.html.ParagraphView","12,512 B (0%)","92 (0%)"
"jdk.internal.reflect.UnsafeBooleanFieldAccessorImpl","12,512 B (0%)","391 (0%)"
"kotlin.reflect.jvm.internal.impl.name.FqName","12,408 B (0%)","517 (0%)"
"com.intellij.ui.components.ScrollBarPainter$$Lambda$666.0x000000010088b040","12,320 B (0%)","770 (0%)"
"com.intellij.serialization.FieldAccessor","12,320 B (0%)","770 (0%)"
"java.awt.GridBagLayout","12,288 B (0%)","256 (0%)"
"com.intellij.codeInsight.daemon.HighlightDisplayKey","12,264 B (0%)","511 (0%)"
"com.intellij.psi.codeStyle.CommonCodeStyleSettings","12,240 B (0%)","34 (0%)"
"java.util.regex.Pattern$Start","12,216 B (0%)","509 (0%)"
"com.intellij.serialization.stateProperties.ObjectStoredProperty","12,216 B (0%)","509 (0%)"
"com.intellij.openapi.actionSystem.ex.ComboBoxAction$ComboBoxButton","12,200 B (0%)","25 (0%)"
"java.util.regex.Pattern$SliceI","12,192 B (0%)","508 (0%)"
"com.intellij.codeInspection.ex.InspectionToolRegistrarKt$registerInspection$factory$1","12,192 B (0%)","508 (0%)"
"com.intellij.codeInspection.SuppressIntentionActionFromFix","12,168 B (0%)","507 (0%)"
"com.intellij.psi.impl.source.SpineRef","12,168 B (0%)","507 (0%)"
"com.intellij.openapi.editor.impl.DocumentImpl","12,168 B (0%)","117 (0%)"
"com.intellij.psi.impl.smartPointers.SelfElementInfo","12,128 B (0%)","379 (0%)"
"com.intellij.codeInsight.dataflow.map.DFAMap","12,000 B (0%)","500 (0%)"
"com.intellij.openapi.actionSystem.impl.ActionMenu","11,968 B (0%)","22 (0%)"
"com.intellij.openapi.extensions.impl.ExtensionPointImpl$1","11,968 B (0%)","374 (0%)"
"java.util.LinkedHashSet","11,952 B (0%)","747 (0%)"
"com.intellij.ui.JBColor$$Lambda$363.0x00000001004fcc40","11,928 B (0%)","497 (0%)"
"com.intellij.codeInsight.intention.IntentionActionBean","11,904 B (0%)","248 (0%)"
"com.fasterxml.jackson.databind.introspect.AnnotatedMethod","11,880 B (0%)","297 (0%)"
"java.util.regex.Pattern$BranchConn","11,872 B (0%)","742 (0%)"
"com.intellij.codeInsight.intention.impl.config.IntentionActionWrapper","11,736 B (0%)","489 (0%)"
"com.intellij.util.containers.DisposableWrapperList","11,688 B (0%)","487 (0%)"
"com.intellij.codeInsight.controlflow.Instruction[]","11,648 B (0%)","141 (0%)"
"com.intellij.codeInsight.intention.impl.config.IntentionActionMetaData","11,568 B (0%)","241 (0%)"
"com.intellij.openapi.actionSystem.impl.ActionToolbarImpl$2","11,480 B (0%)","287 (0%)"
"javax.management.MBeanPermission","11,480 B (0%)","287 (0%)"
"java.util.regex.Pattern$CharPropertyGreedy","11,472 B (0%)","478 (0%)"
"com.intellij.concurrency.ConcurrentHashMap","11,448 B (0%)","159 (0%)"
"com.intellij.openapi.command.impl.EditorChangeAction","11,424 B (0%)","204 (0%)"
"javax.swing.text.GapContent$StickyPosition","11,400 B (0%)","475 (0%)"
"sun.font.FontFamily","11,376 B (0%)","237 (0%)"
"com.intellij.patterns.PsiElementPattern$Capture","11,328 B (0%)","472 (0%)"
"it.unimi.dsi.fastutil.objects.Reference2IntOpenHashMap","11,200 B (0%)","175 (0%)"
"com.intellij.codeInspection.CommonProblemDescriptor[]","11,168 B (0%)","307 (0%)"
"org.jetbrains.plugins.textmate.language.syntax.SyntaxScopeProxyDescriptor","11,072 B (0%)","346 (0%)"
"sun.reflect.generics.factory.CoreReflectionFactory","11,064 B (0%)","461 (0%)"
"sun.reflect.generics.reflectiveObjects.ParameterizedTypeImpl","10,944 B (0%)","456 (0%)"
"com.intellij.openapi.editor.impl.EditorMarkupModelImpl","10,944 B (0%)","76 (0%)"
"jdk.internal.math.FDBigInteger","10,912 B (0%)","341 (0%)"
"com.intellij.util.io.IntToIntBtree$BtreeIndexNodeView","10,840 B (0%)","271 (0%)"
"java.util.HashMap$TreeNode","10,808 B (0%)","193 (0%)"
"java.util.HashMap$ValueIterator","10,800 B (0%)","270 (0%)"
"com.intellij.util.indexing.impl.storage.VfsAwareMapReduceIndex","10,648 B (0%)","121 (0%)"
"com.intellij.util.containers.SLRUMap","10,600 B (0%)","265 (0%)"
